_id,cod_empresa,razao_social,nome_fantasia,cod_logradouro,nome_logradouro,numero,cod_bairro,nome_bairro,situacao_empresa,data_inicio,data_encerramento,latitude,longitude
1511,6479,MJ DA ROCHA CONFECCAO E BIJOUTERIAS,BILA MODAS,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2004-12-08T00:00:00,"",,
1512,5065,D D CHAGAS,MERCAINHO NOVO DIA,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2010-08-27T00:00:00,"",,
1513,295,ALTAIR GOMES DE FREITAS 81673906400,.,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2011-08-26T00:00:00,"",,
1514,6777,MARIA DA CONCEICAO LEAO SIMOES  ME,IMPERIODAS RACOES,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,1998-08-31T00:00:00,"",,
1515,8613,L. H. MINIMERCADO LTDA ME,LM MINIMERCADO,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2015-09-02T00:00:00,"",,
1516,520,ERIC ULISSES DE FRANCA SERVICOS DE TRANSPORTE,ERIC TRANSPORTE,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2016-07-19T00:00:00,"",,
1517,5853,R L DE VASCONCELOS FARMÁCIA,FARMAVIDA,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2018-12-19T00:00:00,"",,
1518,9093,I & M FARMACIA LTDA ME,"",46663,Rua Nova Descoberta,2266,566,NOVA DESCOBERTA,ATIVO,2000-10-05T00:00:00,"",,
1519,3481,MARCOS PAULINO DA SILVA PAPELARIA - ME,M C SILVA UTILIDADES,46663,Rua Nova Descoberta,2266,566,NOVA DESCOBERTA,ATIVO,2006-05-10T00:00:00,"",,
1520,2191,C DE LIMA COMERCIO EIRELI,CESTAO DOS FRIOS,46663,Rua Nova Descoberta,2266,566,NOVA DESCOBERTA,ATIVO,2010-11-17T00:00:00,"",,
1521,8613,M J OLIVEIRA SILVA RECIFE ME,MERCADINHO VIDA NOVA,46663,Rua Nova Descoberta,2288,566,NOVA DESCOBERTA,ATIVO,1992-01-02T00:00:00,"",,
1522,962,VAREJAO E ARMARINHO OURO VERDE LTDA ME,VAREJAO OURO VERDE,46663,Rua Nova Descoberta,2288,566,NOVA DESCOBERTA,ATIVO,2011-12-19T00:00:00,"",,
1523,8253,MARIA ROSENIR VIANA SARAIVA LEAO BOMBONNIERE,BOMBONNIERE,46663,Rua Nova Descoberta,2196,566,NOVA DESCOBERTA,ATIVO,2009-10-08T00:00:00,"",,
1524,4909,TALITA IDALINA SEIXAS DE SOUZA FARMACIA,FARMACIA DESCONTAO DO TRABALHADOR,46663,Rua Nova Descoberta,2074,566,NOVA DESCOBERTA,ATIVO,2006-07-08T00:00:00,"",,
1525,9093,MARILEIDE SIMOES DA SILVA ME,"",46663,Rua Nova Descoberta,2074,566,NOVA DESCOBERTA,ATIVO,2012-12-01T00:00:00,"",,
1526,7771,ESTACAO BELEZA COSMETICOS LTDA ME,ESTACAO BELEZA & CIA,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2003-04-14T00:00:00,"",,
1527,3319,WILSON G. ALVES ME,CASA DAS BEBIDAS,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,1999-05-17T00:00:00,"",,
1528,9105,LAURA DIAS DE MELO FARMACIA,FARMA DIAS,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2021-09-07T00:00:00,"",,
1529,4456,CRECHE LAR MONTALEGRE,"",12408,Avenida Vereador Otacílio Azevedo,,574,BREJO DE BEBERIBE,ATIVO,1994-01-07T00:00:00,"",,
1530,3422,YARA JANE DA SILVA GOMES,INSTITUTO EVANGELICO RENASCER,12408,Avenida Vereador Otacílio Azevedo,1115,574,BREJO DE BEBERIBE,ATIVO,2005-07-01T00:00:00,"",,
1531,8695,J. EUSTAQUIO DE OLIVEIRA MEDICAMENTOS ME,FARMACIA SAUDE DA FAMILIA,12408,Avenida Vereador Otacílio Azevedo,1115,574,BREJO DE BEBERIBE,ATIVO,2011-05-25T00:00:00,"",,
1532,9281,J A B DE SOUSA MERCADINHO,""" BOM DEMAIS """,12408,Avenida Vereador Otacílio Azevedo,1115,574,BREJO DE BEBERIBE,ATIVO,2013-10-04T00:00:00,"",,
1533,2395,ANA PAULA CAVALCANTE DA SILVA 03163409440,ANA PAULA CAVALCANTE DA SILVA,16810,Rua Cerro Azul,538,566,NOVA DESCOBERTA,ATIVO,2021-09-15T00:00:00,"",,
1534,7096,PANIFICADORA PRIMOS LTDA,"",46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2004-04-28T00:00:00,"",,
1535,7098,T&E COMERCIO DE MOVEIS E ELETRODOMESTICOS LTDA,"",46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2017-10-02T00:00:00,"",,
1536,9523,E. A. LIMA COSMETICOS  CIA. LTDA. ME,ENILDE COSMETICOS,46663,Rua Nova Descoberta,4508,566,NOVA DESCOBERTA,ATIVO,2015-11-11T00:00:00,"",,
1537,7152,AVANI VICENTE FERREIRA,AVANI VICENTE FERREIRA,46663,Rua Nova Descoberta,2276,566,NOVA DESCOBERTA,ATIVO,2008-02-29T00:00:00,"",,
1538,822,THIAGO D MONTEIRO MATERIAL DE CONSTRUCAO ME,MONTEIRO MATERIAL DE CONSTRUCAO,46663,Rua Nova Descoberta,2478,566,NOVA DESCOBERTA,ATIVO,2007-04-05T00:00:00,"",,
1539,4740,DANIELE PAZ DA SILVA,.,46663,Rua Nova Descoberta,2478,566,NOVA DESCOBERTA,ATIVO,2008-05-11T00:00:00,"",,
1540,3130,NORMA MARIA BELTRAO DE FARIAS ME,CAOSINHO MIMADO,63940,Rua Vasco da Gama,,566,NOVA DESCOBERTA,ATIVO,2005-05-16T00:00:00,"",,
1541,7883,SUZE ADELINO DOS SANTOS ME,"",63940,Rua Vasco da Gama,,566,NOVA DESCOBERTA,ATIVO,2004-10-11T00:00:00,"",,
1542,6806,PASTELARIA SENA LTDA,"",46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,1985-01-06T00:00:00,"",,
1543,4886,IRACEMA RAMOS MORAES ME,"",46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2003-01-04T00:00:00,"",,
1544,6706,ROBERTO JOSE LEAL DE BRITO - ME,.,46663,Rua Nova Descoberta,2052,566,NOVA DESCOBERTA,ATIVO,2007-02-08T00:00:00,"",,
1545,7510,MARIA JOSE DE SANTANA MOURA  ME,"",46663,Rua Nova Descoberta,2052,566,NOVA DESCOBERTA,ATIVO,2006-12-01T00:00:00,"",,
1546,8101,TAMILIS FRANCISCA DE MELO MOTO PECAS ME,MOTO PECAS,46663,Rua Nova Descoberta,2344,566,NOVA DESCOBERTA,ATIVO,2013-05-17T00:00:00,"",,
1547,5310,G M DA SILVA FRIOS ME,"",46663,Rua Nova Descoberta,2078,566,NOVA DESCOBERTA,ATIVO,2007-12-12T00:00:00,"",,
1548,8234,ERALDO BARBOSA DOS ANJOS EIRELI,FRIGORIFICO BOI GORDO,46663,Rua Nova Descoberta,2078,566,NOVA DESCOBERTA,ATIVO,2019-04-06T00:00:00,"",,
1549,3356,A A N DE LIMA FARMACIA ME,"",46663,Rua Nova Descoberta,2078,566,NOVA DESCOBERTA,ATIVO,2016-03-31T00:00:00,"",,
1550,7270,NANCI MARIA DA SILVA,NANCI MARIA DA SILVA,20818,Rua Irangar,,566,NOVA DESCOBERTA,ATIVO,1984-01-07T00:00:00,"",,
1551,9008,VAREJAO NOVA DESCOBERTA LTDA-ME,"",46663,Rua Nova Descoberta,1810,566,NOVA DESCOBERTA,ATIVO,1997-01-02T00:00:00,"",,
1552,5978,MERCADINHO NOVA DESCOBERTA LTDA,"",46663,Rua Nova Descoberta,1810,566,NOVA DESCOBERTA,ATIVO,2019-12-09T00:00:00,"",,
1553,369,MINHAS COMPRAS EIRELI,"",46663,Rua Nova Descoberta,1810,566,NOVA DESCOBERTA,ATIVO,2021-11-06T00:00:00,"",,
1554,3865,E RODRIGUES DE ARRUDA ME,NOSSA VIDEO LOCADORA,46663,Rua Nova Descoberta,1980,566,NOVA DESCOBERTA,ATIVO,2007-01-26T00:00:00,"",,
1555,6488,SONIA MARIA COSTA DE LIMA,FARMACIA + MAIS VOCE,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2001-12-07T00:00:00,"",,
1556,6080,T DE F CARVALHO,TACI FRIOS,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2007-08-15T00:00:00,"",,
1557,9889,S. DE SOUZA FERREIRA - PROVEDOR DE INTERNET,S. A. TELECOM,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2020-09-18T00:00:00,"",,
1558,4409,MERCADINHO ESTRELA DO DIA EIRELI,PANIFICADORA ESTRELA DO DIA,46663,Rua Nova Descoberta,1622,566,NOVA DESCOBERTA,ATIVO,2021-12-08T00:00:00,"",,
1559,4580,ESCOLA DIVINO MESTRE LTDA,ESCOLA DIVINO MESTRE,46663,Rua Nova Descoberta,1644,566,NOVA DESCOBERTA,ATIVO,2007-08-13T00:00:00,"",,
1560,3570,ALDEIR NUNES PIRES GOMES 10993887406,NOVA BAIK,46663,Rua Nova Descoberta,4438,566,NOVA DESCOBERTA,ATIVO,2016-12-01T00:00:00,"",,
1561,6379,CONSELHO ESCOLAR DA ESC MUN PROF JOSE SOARES DA SILVA,CONSELHO ESCOLAR,12190,Rua Barão de Botovi,,566,NOVA DESCOBERTA,ATIVO,2003-05-22T00:00:00,"",,
1562,6646,JULIANO LAURENTINO DOS SANTOS GAS EIRELI,.,46663,Rua Nova Descoberta,1576,566,NOVA DESCOBERTA,ATIVO,2003-06-27T00:00:00,"",,
1563,2179,VAREJÃO DO GÁS RECIFE LTDA,VICTOR GAS,46663,Rua Nova Descoberta,1576,566,NOVA DESCOBERTA,ATIVO,2020-12-18T00:00:00,"",,
1564,7437,SERV LAR COMERCIO DE ELETRODOMESTICOS LTDA,"",46663,Rua Nova Descoberta,1544,566,NOVA DESCOBERTA,ATIVO,1979-01-11T00:00:00,"",,
1565,6441,GIVANILDO RIBEIRO DO MONTE 86963953449,GRM SOLUCOES & INTERNET,3514,Rua Alto 13 de Maio,1062,566,NOVA DESCOBERTA,ATIVO,2017-07-13T00:00:00,"",,
1566,1738,LOBRAS COMERCIO ATACADISTA E VAREJISTA LTDA,LOBRAS COMERCIO,25291,Rua Francisco Gomes Machado,,566,NOVA DESCOBERTA,ATIVO,2000-09-02T00:00:00,"",,
1567,8196,CARDOSO COMERCIO E REPRESENTACOES EIRELI - EPP,"",46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2016-07-01T00:00:00,"",,
1568,1867,JANIO COSTA DA SILVA ME,SUA FARMACIA,46663,Rua Nova Descoberta,1340,566,NOVA DESCOBERTA,ATIVO,2006-07-08T00:00:00,"",,
1569,5798,JUCELIA MARIA LIBERATO DE MELO FARMACIA,"",46663,Rua Nova Descoberta,1340,566,NOVA DESCOBERTA,ATIVO,2018-02-23T17:00:06,"",,
1570,7658,FARMACIAS IDEAL EIRELI,FARMACIA IDEAL,46663,Rua Nova Descoberta,1340,566,NOVA DESCOBERTA,ATIVO,2020-03-02T00:00:00,"",,
1571,2531,ANA PAULA FERREIRA DE LIMA,COMERCIAL ANA PAULA,46663,Rua Nova Descoberta,1352,566,NOVA DESCOBERTA,ATIVO,2009-03-11T00:00:00,"",,
1572,8298,JOSE FRANCISCO DE LIMA CHAVES,.,46663,Rua Nova Descoberta,1464,566,NOVA DESCOBERTA,ATIVO,2003-05-02T00:00:00,"",,
1573,7410,LEONARDA ALVES DE ARAUJO,ESCOLA LEONARDA ALVES,107026,Travessa Antônio Carneiro,,566,NOVA DESCOBERTA,ATIVO,1993-01-09T00:00:00,"",,
1574,8665,JOELMA GOMES DA SILVA,EDUCANDARIO SONHOS DE ICARO,107026,Travessa Antônio Carneiro,,566,NOVA DESCOBERTA,ATIVO,1997-12-01T00:00:00,"",,
1575,702,ICARO GOMES DA SILVA,EDUCANDARIO SONHOS DE ICARO,107026,Travessa Antônio Carneiro,,566,NOVA DESCOBERTA,ATIVO,2018-10-05T13:46:07,"",,
1576,3601,LUIZ FARIAS DE MEDEIROS MERCADINHO ME,VAREJAO PASSIRENSSE,107026,Travessa Antônio Carneiro,40,566,NOVA DESCOBERTA,ATIVO,1998-01-01T00:00:00,"",,
1577,6242,FERNANDO CARNEIRO DA SILVA,CADERNOGRAFICA,23116,Rua Antônio Carneiro,,566,NOVA DESCOBERTA,ATIVO,1992-01-03T00:00:00,"",,
1578,608,DIOGO FELIX XAVIER DA SILVA,MERCADINHO DA CARNE,23116,Rua Antônio Carneiro,,566,NOVA DESCOBERTA,ATIVO,2010-10-06T00:00:00,"",,
1579,8076,N. A. DA SILVA MERCADINHO - ME,MERCADINHO E FRIGORIFICO SERVE BEM MAIS,23116,Rua Antônio Carneiro,,566,NOVA DESCOBERTA,ATIVO,2016-05-05T00:00:00,"",,
1580,1358,ESCOLA ALVES DE ARAUJO LTDA,ESCOLA LEONARDA ALVES,23116,Rua Antônio Carneiro,129,566,NOVA DESCOBERTA,ATIVO,2005-12-20T00:00:00,"",,
1581,9182,ASSOCIACAO DE MORADORES DO ALTO ANTONIO FELIX,"",85138,Alto do Olho D`Água,105,566,NOVA DESCOBERTA,ATIVO,1988-01-03T00:00:00,"",,
1582,3254,ROGER MAURICIO RAIMUNDO DA SILVA 10581000412,RM COMEDORIA,3514,Rua Alto 13 de Maio,,566,NOVA DESCOBERTA,ATIVO,2020-09-18T00:00:00,"",,
1583,3085,EDIR GADELHA DO NASCIMENTO,"",46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,1983-01-10T00:00:00,"",,
1584,7495,PADARIA E CONFEITARIA TANGARA LTDA,"",46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,1988-01-07T00:00:00,"",,
1585,8298,EDILSON GUEDES PADARIA ME,PANIFICADORA THAIS,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2005-05-17T00:00:00,"",,
1586,4944,JACIARA ROSENDO BEZERRA PANIFICADORA ME,PANIFICADORA NOVO SABOR,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2013-04-22T00:00:00,"",,
1587,735,ELIZANGELA DEYSE SIMPLICIO DE SOUZA-ME,"",46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2006-12-15T00:00:00,"",,
1588,8640,DROGARIA PEREIRA & JORDAO LTDA ME,FARMACIA OLHO DAGUA,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,1996-12-03T00:00:00,"",,
1589,8883,RODRIGUES & DIONISIO PECAS DE AUTO LTDA ME,"",46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,1997-04-04T00:00:00,"",,
1590,5001,ZINALDO PINTO PEIXOTO MOTOS ME,"",46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2009-02-10T00:00:00,"",,
1591,2732,ROGERIO MARQUES DOS PRAZERES 84875100434,REFORMOVEIS,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2014-08-25T00:00:00,"",,
1592,3793,MARIA ROSA DA TRINDADE,ESCOLA JERUSALEM,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,1991-01-09T00:00:00,"",,
1593,9365,CIDERSON LTDA,"",46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2000-01-06T00:00:00,"",,
1594,279,V M DA SILVA MOTO PECAS,CIRCUITO MOTO PEÇAS,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2011-08-25T00:00:00,"",,
1595,1065,ASSOCIACAO SOCIO CULTURAL BEN MORADORES NOVA DESCOBERTA,ASCBMND,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2008-08-25T00:00:00,"",,
1596,8660,PEDRO HENRIQUE JOSE DA SILVA 14703873443,ESQUADRIA HENRIQUE,11991,Rua Bonfim,128,566,NOVA DESCOBERTA,ATIVO,2021-05-27T00:00:00,"",,
1597,2902,A C B DE MORAES ANDRADE MERCADINHO ME,"",46663,Rua Nova Descoberta,904,566,NOVA DESCOBERTA,ATIVO,2009-09-10T00:00:00,"",,
1598,6496,ARTHUR GOMES DIAS DE MELO,IMPERIO DA CONSTRUCAO,46663,Rua Nova Descoberta,904,566,NOVA DESCOBERTA,ATIVO,2019-10-17T00:00:00,"",,
1599,2280,GRUPO DE MAES DA MARIPA,"",30112,Travessa Maripá,,566,NOVA DESCOBERTA,ATIVO,1990-01-01T00:00:00,"",,
1600,1772,W ALVES DA SILVA COLCHOARIA ME,W E L P FLEX,46663,Rua Nova Descoberta,841,566,NOVA DESCOBERTA,ATIVO,2013-03-10T00:00:00,"",,
1601,9596,SEVERINO G SILVA ESTIVAS ME,"",46663,Rua Nova Descoberta,1192,566,NOVA DESCOBERTA,ATIVO,2000-01-05T00:00:00,"",,
1602,3914,J M S MERCADINHO LTDA,.,46663,Rua Nova Descoberta,1192,566,NOVA DESCOBERTA,ATIVO,2010-03-08T00:00:00,"",,
1603,5199,JOAO DE LUCENA E MELLO MARTINS CASTRO 08842410411,JOAO CASTRO VENDAS,46663,Rua Nova Descoberta,1192,566,NOVA DESCOBERTA,ATIVO,2019-05-22T00:00:00,"",,
1604,8604,RAPHAELLA MARIA ANANIAS DE ARRUDA GOMES DA COSTA 110781,RMC CONSULTORIA E SERVICOS,46663,Rua Nova Descoberta,1192,566,NOVA DESCOBERTA,ATIVO,2020-03-29T00:00:00,"",,
1605,9960,JOSEMAR VIEIRA DA SILVA ARMAZEM DE CONSTRUCAO ME,J V CONSTRUCOES,46663,Rua Nova Descoberta,,566,NOVA DESCOBERTA,ATIVO,2007-09-07T12:32:04,"",,
1606,7150,M R G DE SOUZA - ME,MERCEARIA NOVA DESCOBERTA,46663,Rua Nova Descoberta,169,566,NOVA DESCOBERTA,ATIVO,2009-05-26T00:00:00,"",,
1607,759,JOSE ALBERTO DE BARROS DOS SANTOS 37220802404,.,46663,Rua Nova Descoberta,796,566,NOVA DESCOBERTA,ATIVO,2020-09-14T00:00:00,"",,
1608,8043,SEVERINO G SILVA ESTIVAS ME,"",46663,Rua Nova Descoberta,812,566,NOVA DESCOBERTA,ATIVO,2005-01-21T00:00:00,"",,
1609,7741,A S J SUPERMERCADO LTDA ME,VAREJAO BEM MAIS,46663,Rua Nova Descoberta,812,566,NOVA DESCOBERTA,ATIVO,2010-09-17T00:00:00,"",,
1610,4159,IGREJA EVANGELICA CONGREGACIONAL DO ALTO 13 DE MAIO,"",3514,Rua Alto 13 de Maio,1115,558,VASCO DA GAMA,ATIVO,1989-08-31T00:00:00,"",,
1611,3746,ESCOLA JARDIM MARIA AMELIA LTDA,ESCOLA JARDIM MARIA AMÉLIA,63940,Rua Vasco da Gama,,558,VASCO DA GAMA,ATIVO,2002-07-03T00:00:00,"",,
1612,5844,CLÉCIA ÂNGELA DIAS DA SILVA,MC FESTAS,63940,Rua Vasco da Gama,,558,VASCO DA GAMA,ATIVO,2017-09-27T00:00:00,"",,
1613,8314,RENATO RIBEIRO CARNEIRO 06061548419,RENATO RIBEIRO CARNEIRO,42617,Rua Maria da Hora,,558,VASCO DA GAMA,ATIVO,2016-11-18T00:00:00,"",,
1614,9326,LUIZ AUGUSTO ALVES DE OLIVEIRA 06477988402,LUIZ AUGUSTO ALVES DE OLIVEIRA 06477988402,63940,Rua Vasco da Gama,1585,558,VASCO DA GAMA,ATIVO,2020-07-27T00:00:00,"",,
1615,1747,THAIS DE SOUSA SILVEIRA 10940748452,SILVEIRA COMERCIO E TRANSPORTE,16616,Rua Lacerdópolis,,558,VASCO DA GAMA,ATIVO,2021-01-29T00:00:00,"",,
1616,7378,AGNA ROBERTA GOMES DE SOUZA ME,ESCOLA O MUNDO ENCANTADO DO PEQUENO PRINCIPE,63940,Rua Vasco da Gama,,558,VASCO DA GAMA,ATIVO,2014-03-04T00:00:00,"",,
1617,9242,ALEXANDRE COSTA PRODUCOES E EVENTOS EIRELI ME,LA FIESTA EVENTOS,59773,Rua Tacaico,95,558,VASCO DA GAMA,ATIVO,2012-05-28T00:00:00,"",,
1618,196,ASSOCIACAO DE MORADORES DO VISGUEIRO,"",63940,Rua Vasco da Gama,1289,558,VASCO DA GAMA,ATIVO,1991-01-09T00:00:00,"",,
1619,5455,DICKSON MARCOS DA SILVA OLIVEIRA 02128015464,.,8389,Rua Alto Artur Correia,,558,VASCO DA GAMA,ATIVO,2011-08-13T00:00:00,"",,
1620,3296,SEVERINO BELARMINO DOS SANTOS,"",3514,Rua Alto 13 de Maio,,558,VASCO DA GAMA,ATIVO,1966-01-03T00:00:00,"",,
1621,4433,ESCOLA MARCILIO DIAS,"",3514,Rua Alto 13 de Maio,,558,VASCO DA GAMA,ATIVO,1987-01-11T00:00:00,"",,
1622,3363,CLIVANILDO F DA SILVA,VASSOURAS EL SHADDAI,3514,Rua Alto 13 de Maio,,558,VASCO DA GAMA,ATIVO,2002-01-09T00:00:00,"",,
1623,8039,GLEYCELENE MARIA DA SILVA,VASSOURAS EL SHADDAI,3514,Rua Alto 13 de Maio,,558,VASCO DA GAMA,ATIVO,2009-05-15T00:00:00,"",,
1624,2267,JOSE CAETANO DE ANDRADE CHAVES,MERCADINHO ECONOMICO,3140,Rua Alto do Eucalipto,,558,VASCO DA GAMA,ATIVO,2009-12-31T00:00:00,"",,
1625,6700,ERIVALDO PATRICIO DA SILVA,"",63940,Rua Vasco da Gama,1256,558,VASCO DA GAMA,ATIVO,1979-01-10T00:00:00,"",,
1626,6986,EDSON GUILHERMINO DE SENA 68616740449,EDSON,23400,Rua Everardo Vasconcelos,6401,558,VASCO DA GAMA,ATIVO,2021-07-04T00:00:00,"",,
1627,4785,MARQUES ANDRADE REPRESENTACOES LTDA,"",23400,Rua Everardo Vasconcelos,49,558,VASCO DA GAMA,ATIVO,1999-01-02T00:00:00,"",,
1628,4744,UNIAO DE MULHERES E DE JOVENS N SRA DO CARMO,"",23400,Rua Everardo Vasconcelos,25,558,VASCO DA GAMA,ATIVO,1989-01-09T00:00:00,"",,
1629,9786,INSTITUTO PLANETA DO SABER LTDA,"",63940,Rua Vasco da Gama,1264,558,VASCO DA GAMA,ATIVO,2000-01-12T00:00:00,"",,
1630,6186,LEANDRO SALES DE CASTRO,HYBRID MANUTENCOES E TECNOLOGIA,63940,Rua Vasco da Gama,1264,558,VASCO DA GAMA,ATIVO,2021-07-29T00:00:00,"",,
1631,118,PANIFICADORA NOTADEZ LTDA,"",41572,Rua Padre Severino,,558,VASCO DA GAMA,ATIVO,1986-01-06T00:00:00,"",,
1632,4283,LUAN SANTOS DA SILVA 09969285459,LS INSTALACOES,41572,Rua Padre Severino,,558,VASCO DA GAMA,ATIVO,2018-06-19T00:00:00,"",,
1633,2614,SEVERINO AMARO DA SILVA 39904385491,SEVERO CONSTRUCAO,63940,Rua Vasco da Gama,1148,558,VASCO DA GAMA,ATIVO,2018-06-11T00:00:00,"",,
1634,8757,CARLOS HENRIQUE DE MARIAS - COMERCIO VAREJISTA DE GAS L,"",63940,Rua Vasco da Gama,1172,558,VASCO DA GAMA,ATIVO,2003-01-06T00:00:00,"",,
1635,7206,JOSE HYGOR DE FREITAS DA SILVA 10813018480,HS DESIGNER,3069,Rua Alto do Carola,,558,VASCO DA GAMA,ATIVO,2019-11-17T00:00:00,"",,
1636,6803,MARIA DE LOURDES CORREIA MERCEARIA ME,"",63940,Rua Vasco da Gama,1177,558,VASCO DA GAMA,ATIVO,1995-05-01T00:00:00,"",,
1637,4921,ALEX A QUEIROZ PADARIA,PADARIA RAINHA DO VASCO,63940,Rua Vasco da Gama,1155,558,VASCO DA GAMA,ATIVO,2020-10-07T00:00:00,"",,
1638,4304,CONSELHO ESCOLAR DA ESCOLA MUNICIPAL SANTA MARIA GORETI,CONSELHO ESCOLAR,12831,Rua Santa Maria Goretti,271,558,VASCO DA GAMA,ATIVO,2003-03-20T00:00:00,"",,
1639,980,JULIA MARIA DE BARROS CORREIA ME,"",91863,Rua Sitiá,48,558,VASCO DA GAMA,ATIVO,2003-05-15T00:00:00,"",,
1640,7220,BRUNO RAFAEL DE BARROS CORREIA 06627616424,BRUNO BARBERSHOP,91863,Rua Sitiá,48,558,VASCO DA GAMA,ATIVO,2017-09-27T00:00:00,"",,
1641,5952,SEVERINO SILVESTRE DA SILVA ME,"",63940,Rua Vasco da Gama,1020,558,VASCO DA GAMA,ATIVO,2001-11-06T00:00:00,"",,
1642,8269,RAFAEL BATISTA DA ROCHA 10373385455,RR GRAFICA E VARIEDADES,63940,Rua Vasco da Gama,1099,558,VASCO DA GAMA,ATIVO,2018-05-17T00:00:00,"",,
1643,5699,J P CONSTRUCOES E EMPREENDIMENTOS LTDA,J P CONSTRUCOES E EMPREENDIMENTOS LTDA,63940,Rua Vasco da Gama,1091,558,VASCO DA GAMA,ATIVO,2010-12-30T00:00:00,"",,
1644,8607,JACQUELINE TORRES DE ANDRADE,ABRATEC,63940,Rua Vasco da Gama,1065,558,VASCO DA GAMA,ATIVO,2002-08-02T00:00:00,"",,
1645,4434,AGUINALDO VICENTE FERREIRA 35525762404,AGUINALDO VICENTE FERREIRA 35525762404,8672,Rua Assunção,18,558,VASCO DA GAMA,ATIVO,2021-07-27T00:00:00,"",,
1646,5835,FABIANE SIQUEIRA DE MORAES ME,"",63940,Rua Vasco da Gama,1045,558,VASCO DA GAMA,ATIVO,2000-01-07T00:00:00,"",,
1647,6039,WALTER JOSE DE MOURA ME,NAVEGANET,63940,Rua Vasco da Gama,1035,558,VASCO DA GAMA,ATIVO,2007-08-02T00:00:00,"",,
1648,9177,E. FERREIRA MUNIZ - ME,"",63940,Rua Vasco da Gama,1035,558,VASCO DA GAMA,ATIVO,2014-04-16T00:00:00,"",,
1649,7467,RENATA DANIELLE RODRIGUES BARBOSA 05200524474,AMIGO DE PATAS RACOES,63940,Rua Vasco da Gama,1035,558,VASCO DA GAMA,ATIVO,2020-12-08T00:00:00,"",,
1650,6939,NETWAY SOLUCOES EM REDES DE ACESSO A COMUNICACAO EIRELI,"",8672,Rua Assunção,6105,558,VASCO DA GAMA,ATIVO,2017-06-11T00:00:00,"",,
1651,1796,NETWAY FIBRA ZONA NORTE LTDA,NETWAY FIBRA ZONA NORTE,8672,Rua Assunção,6105,558,VASCO DA GAMA,ATIVO,2020-08-14T00:00:00,"",,
1652,4561,VINICIUS SOBREIRA DE MOURA 07940706470,.,15504,Rua Cassatuba,14,558,VASCO DA GAMA,ATIVO,2016-05-17T00:00:00,"",,
1653,719,A L PRODUCOES E EVENTOS CULTURAIS PROJETOS E COMUNICACA,VITRINE VIVA PRODUÇÕES EVENTOS CULTURAIS & PROJETOS,15504,Rua Cassatuba,89,558,VASCO DA GAMA,ATIVO,2006-06-16T00:00:00,"",,
1654,6427,ADELMO XAVIER DOS PASSOS 51783304472,ADELMO DOS PASSOS,15504,Rua Cassatuba,89,558,VASCO DA GAMA,ATIVO,2015-09-28T00:00:00,"",,
1655,4826,EDUCANDARIO BRASILEIRINHO LTDA,EDUCANDARIO BRASILEIRINHO,63940,Rua Vasco da Gama,973,558,VASCO DA GAMA,ATIVO,1996-01-09T00:00:00,"",,
1656,9638,CENTRO SOCIAL MARIA JOANA DA SILVA,"",63940,Rua Vasco da Gama,951,558,VASCO DA GAMA,ATIVO,1994-12-01T00:00:00,"",,
